timestamp,service_name,pid,cpu_percent,memory_mb
1769627281.9951768,unknown,15600,0.0,3.1796875
1769627282.09704,unknown,19468,0.0,3.25390625
1769627282.200587,ratings,22284,0.0,37.7578125
1769627282.3037193,recommender,22956,0.0,37.0078125
1769627282.4056325,recommender,26152,0.0,3.10546875
1769627282.5067189,monitoring,26552,0.0,3.5
1769627282.6102135,monitoring,27792,0.0,68.859375
1769627282.713024,unknown,28912,0.0,53.703125
1769627282.814476,workload,33496,0.0,3.51953125
1769627282.9180055,workload,33548,0.0,69.2421875
1769627283.5365877,unknown,2476,0.0,37.0
1769627283.6390898,ratings,8884,0.0,3.10546875
1769627283.7418656,unknown,15600,0.0,3.1796875
1769627283.844126,unknown,19468,0.0,3.25390625
1769627283.9481356,ratings,22284,0.0,37.7578125
1769627284.052909,recommender,22956,0.0,37.0078125
1769627284.1539462,recommender,26152,0.0,3.10546875
1769627284.254833,monitoring,26552,0.0,3.5
1769627284.3583431,monitoring,27792,0.0,67.89453125
1769627284.461838,unknown,28912,28.7,53.703125
1769627284.5629034,workload,33496,0.0,3.51953125
1769627284.6660879,workload,33548,0.0,69.2421875
1769627285.2793186,unknown,2476,0.0,37.0
1769627285.382377,ratings,8884,0.0,3.10546875
1769627285.4846487,unknown,15600,0.0,3.1796875
1769627285.5866427,unknown,19468,0.0,3.25390625
1769627285.6894922,ratings,22284,0.0,37.6484375
1769627285.793827,recommender,22956,0.0,45.1484375
1769627285.8951015,recommender,26152,0.0,3.10546875
1769627285.9959142,monitoring,26552,0.0,3.5
1769627286.0991714,monitoring,27792,0.0,68.86328125
1769627286.2013707,unknown,28912,0.0,53.703125
1769627286.302197,workload,33496,0.0,3.51953125
1769627286.404792,workload,33548,0.0,69.26953125
1769627287.0195942,unknown,2476,0.0,37.0
1769627287.1223657,ratings,8884,0.0,3.10546875
1769627287.2242076,unknown,15600,0.0,3.1796875
1769627287.3250854,unknown,19468,0.0,3.25390625
1769627287.4297798,ratings,22284,0.0,37.48828125
1769627287.5329943,recommender,22956,0.0,45.1484375
1769627287.6342583,recommender,26152,0.0,3.10546875
1769627287.7352564,monitoring,26552,0.0,3.5
1769627287.8379521,monitoring,27792,0.0,67.8984375
1769627287.9420278,unknown,28912,0.0,53.703125
1769627288.0430672,workload,33496,0.0,3.51953125
1769627288.1449122,workload,33548,0.0,69.26953125
1769627288.754583,unknown,2476,0.0,37.0
1769627288.8574102,ratings,8884,0.0,3.10546875
1769627288.9586382,unknown,15600,0.0,3.1796875
1769627289.0603178,unknown,19468,0.0,3.25390625
1769627289.1639946,ratings,22284,0.0,37.48828125
1769627289.267761,recommender,22956,0.0,45.2265625
1769627289.3685663,recommender,26152,0.0,3.10546875
1769627289.4694893,monitoring,26552,0.0,3.5
1769627289.5733564,monitoring,27792,0.0,68.86328125
1769627289.6771426,unknown,28912,0.0,53.703125
1769627289.7784073,workload,33496,0.0,3.51953125
1769627289.8811042,workload,33548,0.0,69.26953125
1769627290.5199773,unknown,2476,0.0,37.0
1769627290.621268,ratings,8884,0.0,3.10546875
1769627290.7252498,unknown,15600,0.0,3.1796875
1769627290.826678,unknown,19468,0.0,3.25390625
1769627290.9319425,ratings,22284,0.0,37.85546875
1769627291.0365303,recommender,22956,0.0,52.08203125
1769627291.1373026,recommender,26152,0.0,3.10546875
1769627291.2384875,monitoring,26552,0.0,3.46875
1769627291.3410475,monitoring,27792,0.0,67.8984375
1769627291.4459972,unknown,28912,0.0,53.703125
1769627291.547332,workload,33496,0.0,3.51953125
1769627291.6491306,workload,33548,0.0,69.26953125
1769627292.2675965,unknown,2476,0.0,37.0
1769627292.3706887,ratings,8884,0.0,3.10546875
1769627292.4721382,unknown,15600,0.0,3.1796875
1769627292.573792,unknown,19468,0.0,3.25390625
1769627292.6791816,ratings,22284,0.0,37.85546875
1769627292.7840576,recommender,22956,0.0,52.08203125
1769627292.8859274,recommender,26152,0.0,3.10546875
1769627292.9866912,monitoring,26552,0.0,3.46875
1769627293.093613,monitoring,27792,0.0,67.8984375
1769627293.1976225,unknown,28912,0.0,53.703125
1769627293.2990456,workload,33496,0.0,3.51953125
1769627293.4055004,workload,33548,0.0,69.26953125
1769627294.0308616,unknown,2476,0.0,37.0
1769627294.1338325,ratings,8884,0.0,3.10546875
1769627294.2361212,unknown,15600,0.0,3.1796875
1769627294.3394246,unknown,19468,0.0,3.25390625
1769627294.4477541,ratings,22284,0.0,37.85546875
1769627294.5499494,recommender,22956,0.0,52.08203125
1769627294.650961,recommender,26152,0.0,3.10546875
1769627294.752279,monitoring,26552,0.0,3.46875
1769627294.8562768,monitoring,27792,0.0,67.90234375
1769627294.9603443,unknown,28912,0.0,53.703125
1769627295.0615907,workload,33496,0.0,3.51953125
1769627295.165085,workload,33548,0.0,69.27734375
1769627295.7891688,unknown,2476,0.0,37.0
1769627295.8928661,ratings,8884,0.0,3.10546875
1769627295.9950285,unknown,15600,0.0,3.1796875
1769627296.097331,unknown,19468,0.0,3.25390625
1769627296.2023764,ratings,22284,0.0,37.91796875
1769627296.3095667,recommender,22956,0.0,52.08203125
1769627296.4110138,recommender,26152,0.0,3.10546875
1769627296.5120602,monitoring,26552,0.0,3.46875
1769627296.6144085,monitoring,27792,0.0,67.90234375
1769627296.7165732,unknown,28912,33.2,53.703125
1769627296.8176517,workload,33496,0.0,3.51953125
1769627296.921062,workload,33548,0.0,69.27734375
1769627297.533719,unknown,2476,0.0,37.0
1769627297.6361008,ratings,8884,0.0,3.10546875
1769627297.738399,unknown,15600,0.0,3.1796875
1769627297.8393579,unknown,19468,0.0,3.25390625
1769627297.943408,ratings,22284,0.0,37.91796875
1769627298.0456195,recommender,22956,0.0,52.08203125
1769627298.1474307,recommender,26152,0.0,3.10546875
1769627298.2484372,monitoring,26552,0.0,3.46875
1769627298.35253,monitoring,27792,0.0,67.90234375
1769627298.4551885,unknown,28912,0.0,53.703125
1769627298.5562546,workload,33496,0.0,3.51953125
1769627298.6586385,workload,33548,0.0,69.27734375
1769627299.274687,unknown,2476,0.0,37.0
1769627299.3794446,ratings,8884,0.0,3.10546875
1769627299.481362,unknown,15600,0.0,3.1796875
1769627299.5834816,unknown,19468,0.0,3.25390625
1769627299.687292,ratings,22284,0.0,38.0078125
1769627299.790907,recommender,22956,0.0,52.08203125
1769627299.8928185,recommender,26152,0.0,3.10546875
1769627299.9937954,monitoring,26552,0.0,3.46875
1769627300.0973961,monitoring,27792,0.0,67.90234375
1769627300.1998293,unknown,28912,0.0,53.703125
1769627300.3009865,workload,33496,0.0,3.49609375
1769627300.403189,workload,33548,0.0,69.27734375
1769627301.0200944,unknown,2476,0.0,37.0
1769627301.1222248,ratings,8884,0.0,3.10546875
1769627301.2234824,unknown,15600,0.0,3.1796875
1769627301.32581,unknown,19468,0.0,3.25390625
1769627301.4289813,ratings,22284,0.0,38.0078125
1769627301.5328703,recommender,22956,0.0,52.08203125
1769627301.6336088,recommender,26152,0.0,3.10546875
1769627301.7345543,monitoring,26552,0.0,3.46875
1769627301.8389454,monitoring,27792,0.0,67.90234375
1769627301.9422028,unknown,28912,0.0,53.703125
1769627302.0434222,workload,33496,0.0,3.49609375
1769627302.147612,workload,33548,0.0,69.27734375
1769627302.7599764,unknown,2476,0.0,37.0
1769627302.8628075,ratings,8884,0.0,3.10546875
1769627302.9640694,unknown,15600,0.0,3.1796875
1769627303.0648553,unknown,19468,0.0,3.25390625
1769627303.1698654,ratings,22284,0.0,38.0078125
1769627303.2764008,recommender,22956,0.0,52.08203125
1769627303.3778346,recommender,26152,0.0,3.10546875
1769627303.4789097,monitoring,26552,0.0,3.46875
1769627303.5811899,monitoring,27792,0.0,67.90234375
1769627303.685107,unknown,28912,0.0,53.703125
1769627303.78654,workload,33496,0.0,3.49609375
1769627303.888328,workload,33548,0.0,69.27734375
1769627304.50901,unknown,2476,0.0,37.0
1769627304.6103764,ratings,8884,0.0,3.10546875
1769627304.7123597,unknown,15600,0.0,3.1796875
1769627304.814396,unknown,19468,0.0,3.25390625
1769627304.9168847,ratings,22284,0.0,37.76171875
1769627305.0208206,recommender,22956,0.0,52.703125
1769627305.122544,recommender,26152,0.0,3.10546875
1769627305.223594,monitoring,26552,0.0,3.46875
1769627305.325466,monitoring,27792,0.0,67.90234375
1769627305.429372,unknown,28912,0.0,53.703125
1769627305.530171,workload,33496,0.0,3.49609375
1769627305.6329238,workload,33548,0.0,69.27734375
1769627306.2474294,unknown,2476,0.0,37.0
1769627306.3517947,ratings,8884,0.0,3.10546875
1769627306.4539194,unknown,15600,0.0,3.1796875
1769627306.5547612,unknown,19468,0.0,3.25390625
1769627306.6588697,ratings,22284,0.0,37.76171875
1769627306.761138,recommender,22956,0.0,52.7265625
1769627306.8629773,recommender,26152,0.0,3.10546875
1769627306.9643147,monitoring,26552,0.0,3.46875
1769627307.0672731,monitoring,27792,0.0,67.90234375
1769627307.1706266,unknown,28912,0.0,53.703125
1769627307.2721372,workload,33496,0.0,3.49609375
1769627307.377543,workload,33548,0.0,69.27734375
1769627307.9897692,unknown,2476,0.0,37.0
1769627308.0927708,ratings,8884,0.0,3.10546875
1769627308.195189,unknown,15600,0.0,3.1796875
1769627308.2974002,unknown,19468,0.0,3.25390625
1769627308.406038,ratings,22284,0.0,38.1171875
1769627308.5116692,recommender,22956,0.0,52.6796875
1769627308.6129336,recommender,26152,0.0,3.10546875
1769627308.7141495,monitoring,26552,0.0,3.46875
1769627308.8188653,monitoring,27792,0.0,67.90234375
1769627308.9225628,unknown,28912,50.4,53.703125
1769627309.023617,workload,33496,0.0,3.49609375
1769627309.1256826,workload,33548,0.0,69.28515625
1769627309.7363923,unknown,2476,0.0,37.0
1769627309.8386867,ratings,8884,0.0,3.10546875
1769627309.9408555,unknown,15600,0.0,3.1796875
1769627310.0431235,unknown,19468,0.0,3.25390625
1769627310.1471524,ratings,22284,0.0,38.1171875
1769627310.2517436,recommender,22956,0.0,52.6796875
1769627310.3536348,recommender,26152,0.0,3.10546875
1769627310.4545524,monitoring,26552,0.0,3.46875
1769627310.5582771,monitoring,27792,0.0,67.90234375
1769627310.6605947,unknown,28912,0.0,53.703125
1769627310.7619464,workload,33496,0.0,3.49609375
1769627310.864927,workload,33548,0.0,69.28515625
1769627311.480948,unknown,2476,0.0,37.0
1769627311.5840516,ratings,8884,0.0,3.10546875
1769627311.686081,unknown,15600,0.0,3.1796875
1769627311.7879667,unknown,19468,0.0,3.25390625
1769627311.8923144,ratings,22284,0.0,38.1171875
1769627311.9968348,recommender,22956,0.0,52.6796875
1769627312.0982196,recommender,26152,0.0,3.10546875
1769627312.1995535,monitoring,26552,0.0,3.46875
1769627312.3016102,monitoring,27792,0.0,67.90234375
1769627312.4055314,unknown,28912,0.0,53.703125
1769627312.50645,workload,33496,0.0,3.49609375
1769627312.6108346,workload,33548,0.0,69.28515625
1769627313.2259362,unknown,2476,0.0,37.0
1769627313.3289666,ratings,8884,0.0,3.10546875
1769627313.4319255,unknown,15600,0.0,3.1796875
1769627313.5339205,unknown,19468,0.0,3.25390625
1769627313.638202,ratings,22284,0.0,38.1484375
1769627313.740171,recommender,22956,0.0,52.6796875
1769627313.842103,recommender,26152,0.0,3.10546875
1769627313.9434958,monitoring,26552,0.0,3.46875
1769627314.0478034,monitoring,27792,0.0,67.90234375
1769627314.1517556,unknown,28912,0.0,53.703125
1769627314.2527835,workload,33496,0.0,3.49609375
1769627314.356221,workload,33548,0.0,69.2890625
1769627314.972647,unknown,2476,0.0,37.0
1769627315.0752246,ratings,8884,0.0,3.10546875
1769627315.1775298,unknown,15600,0.0,3.1796875
1769627315.2787373,unknown,19468,0.0,3.25390625
1769627315.3844635,ratings,22284,0.0,38.1484375
1769627315.4894047,recommender,22956,0.0,52.6796875
1769627315.590431,recommender,26152,0.0,3.10546875
1769627315.6913693,monitoring,26552,0.0,3.46875
1769627315.7951136,monitoring,27792,0.0,67.90234375
1769627315.8977509,unknown,28912,0.0,53.703125
1769627315.9993815,workload,33496,0.0,3.49609375
1769627316.102933,workload,33548,0.0,69.2890625
1769627316.7182674,unknown,2476,0.0,37.0
1769627316.8214173,ratings,8884,0.0,3.10546875
1769627316.9234514,unknown,15600,0.0,3.1796875
1769627317.0257723,unknown,19468,0.0,3.25390625
1769627317.1309507,ratings,22284,14.3,37.8359375
1769627317.2354596,recommender,22956,0.0,52.6796875
1769627317.3375213,recommender,26152,0.0,3.10546875
1769627317.4383702,monitoring,26552,0.0,3.46875
1769627317.5422583,monitoring,27792,0.0,67.90234375
1769627317.646108,unknown,28912,0.0,53.703125
1769627317.7471886,workload,33496,0.0,3.49609375
1769627317.8508487,workload,33548,0.0,69.2890625
1769627318.4681506,unknown,2476,0.0,37.0
1769627318.5699432,ratings,8884,0.0,3.10546875
1769627318.6726427,unknown,15600,0.0,3.1796875
1769627318.774512,unknown,19468,0.0,3.25390625
1769627318.8793602,ratings,22284,0.0,38.1875
1769627318.9817288,recommender,22956,0.0,52.6796875
1769627319.0833497,recommender,26152,0.0,3.10546875
1769627319.1841834,monitoring,26552,0.0,3.46875
1769627319.287432,monitoring,27792,0.0,67.90234375
1769627319.392636,unknown,28912,0.0,53.703125
1769627319.4935815,workload,33496,0.0,3.49609375
1769627319.596875,workload,33548,0.0,69.2890625
1769627320.212572,unknown,2476,0.0,37.0
1769627320.3157117,ratings,8884,0.0,3.10546875
1769627320.4177618,unknown,15600,0.0,3.1796875
1769627320.5190587,unknown,19468,0.0,3.25390625
1769627320.6222122,ratings,22284,0.0,38.1875
1769627320.7257984,recommender,22956,0.0,52.6796875
1769627320.8278174,recommender,26152,0.0,3.10546875
1769627320.928641,monitoring,26552,0.0,3.46875
1769627321.0320196,monitoring,27792,0.0,67.8515625
1769627321.1349258,unknown,28912,43.0,53.703125
1769627321.2364318,workload,33496,0.0,3.49609375
1769627321.3422177,workload,33548,0.0,69.2890625
1769627321.9601057,unknown,2476,0.0,37.0
1769627322.0623105,ratings,8884,0.0,3.10546875
1769627322.163521,unknown,15600,0.0,3.1796875
1769627322.26496,unknown,19468,0.0,3.25390625
1769627322.3694396,ratings,22284,0.0,37.83984375
1769627322.47396,recommender,22956,0.0,53.1171875
1769627322.5758374,recommender,26152,0.0,3.10546875
1769627322.6769915,monitoring,26552,0.0,3.46875
1769627322.7810545,monitoring,27792,0.0,67.8515625
1769627322.8847835,unknown,28912,0.0,53.703125
1769627322.9860516,workload,33496,0.0,3.49609375
1769627323.089312,workload,33548,0.0,69.2890625
1769627323.707242,unknown,2476,0.0,37.0
1769627323.81025,ratings,8884,0.0,3.10546875
1769627323.9117115,unknown,15600,0.0,3.1796875
1769627324.0139904,unknown,19468,0.0,3.25390625
1769627324.1184387,ratings,22284,0.0,37.83984375
1769627324.223701,recommender,22956,0.0,53.1328125
1769627324.3250527,recommender,26152,0.0,3.10546875
1769627324.426182,monitoring,26552,0.0,3.46875
1769627324.5286694,monitoring,27792,0.0,67.8515625
1769627324.6325023,unknown,28912,0.0,53.703125
1769627324.7335882,workload,33496,0.0,3.49609375
1769627324.8367739,workload,33548,0.0,69.2890625
1769627325.4545143,unknown,2476,0.0,37.0
1769627325.5570226,ratings,8884,0.0,3.10546875
1769627325.6584496,unknown,15600,0.0,3.1796875
1769627325.7602408,unknown,19468,0.0,3.25390625
1769627325.8622718,ratings,22284,0.0,37.83984375
1769627325.9664016,recommender,22956,0.0,53.01171875
1769627326.0676925,recommender,26152,0.0,3.10546875
1769627326.1686628,monitoring,26552,0.0,3.46875
1769627326.2707202,monitoring,27792,0.0,67.8515625
1769627326.3734896,unknown,28912,0.0,53.703125
1769627326.4746308,workload,33496,0.0,3.49609375
1769627326.5780425,workload,33548,0.0,69.2890625
1769627327.194512,unknown,2476,0.0,37.0
1769627327.2975547,ratings,8884,0.0,3.10546875
1769627327.399911,unknown,15600,0.0,3.1796875
1769627327.5016613,unknown,19468,0.0,3.25390625
1769627327.6084077,ratings,22284,0.0,38.1875
1769627327.71283,recommender,22956,0.0,53.01171875
1769627327.8141334,recommender,26152,0.0,3.10546875
1769627327.9148781,monitoring,26552,0.0,3.46875
1769627328.0186164,monitoring,27792,0.0,67.8515625
1769627328.1222782,unknown,28912,0.0,53.703125
1769627328.2237957,workload,33496,0.0,3.49609375
1769627328.3274386,workload,33548,0.0,69.2890625
1769627328.9427092,unknown,2476,0.0,37.0
1769627329.0454285,ratings,8884,0.0,3.10546875
1769627329.1480653,unknown,15600,0.0,3.1796875
1769627329.250167,unknown,19468,0.0,3.25390625
1769627329.3531675,ratings,22284,0.0,38.1875
1769627329.4579804,recommender,22956,0.0,53.01171875
1769627329.560272,recommender,26152,0.0,3.10546875
1769627329.6612933,monitoring,26552,0.0,3.46875
1769627329.7649927,monitoring,27792,0.0,67.8515625
1769627329.8669868,unknown,28912,0.0,53.703125
1769627329.9682548,workload,33496,0.0,3.49609375
1769627330.0704057,workload,33548,0.0,69.2890625
1769627330.6867766,unknown,2476,0.0,37.0
1769627330.7900288,ratings,8884,0.0,3.10546875
1769627330.8925726,unknown,15600,0.0,3.1796875
1769627330.9941144,unknown,19468,0.0,3.25390625
1769627331.0985074,ratings,22284,0.0,37.87109375
1769627331.2008367,recommender,22956,0.0,53.01171875
1769627331.302753,recommender,26152,0.0,3.10546875
1769627331.4038665,monitoring,26552,0.0,3.46875
1769627331.508104,monitoring,27792,0.0,67.8515625
1769627331.6118996,unknown,28912,0.0,53.703125
